"","Year","Month","Date","City","Temperature"
"2486","2009","SEP",2009-09-01,"Ipiales",10.9
"2487","2009","OCT",2009-10-01,"Ipiales",11.8
"2488","2009","NOV",2009-11-01,"Ipiales",12.3
"2489","2009","DEC",2009-12-01,"Ipiales",12.1
"2490","2010","JAN",2010-01-01,"Ipiales",11.4
"2491","2010","FEB",2010-02-01,"Ipiales",12.5
"2492","2010","MAR",2010-03-01,"Ipiales",12.1
"2493","2010","JUN",2010-06-01,"Ipiales",11.5
"2494","2010","JUL",2010-07-01,"Ipiales",11
"2495","2010","AUG",2010-08-01,"Ipiales",10.4
"2496","2010","SEP",2010-09-01,"Ipiales",10.8
"2497","2010","OCT",2010-10-01,"Ipiales",11.1
"2498","2010","NOV",2010-11-01,"Ipiales",11.4
"2499","2010","DEC",2010-12-01,"Ipiales",11.1
"2500","2011","JAN",2011-01-01,"Ipiales",11.4
"2501","2011","FEB",2011-02-01,"Ipiales",11.3
"2502","2011","MAR",2011-03-01,"Ipiales",11.1
"2503","2011","APR",2011-04-01,"Ipiales",11.5
"2504","2011","MAY",2011-05-01,"Ipiales",11.7
"2505","2011","JUN",2011-06-01,"Ipiales",11.3
"2506","2011","JUL",2011-07-01,"Ipiales",10.4
"2507","2011","AUG",2011-08-01,"Ipiales",10.4
"2508","2011","SEP",2011-09-01,"Ipiales",10.2
"2509","2011","OCT",2011-10-01,"Ipiales",11.4
"2510","2011","NOV",2011-11-01,"Ipiales",11.7
"2511","2011","DEC",2011-12-01,"Ipiales",11.5
"2512","2012","JAN",2012-01-01,"Ipiales",11.7
"2513","2012","FEB",2012-02-01,"Ipiales",11.2
"2514","2012","MAR",2012-03-01,"Ipiales",11.3
"2515","2012","APR",2012-04-01,"Ipiales",11.4
"2516","2012","MAY",2012-05-01,"Ipiales",10.9
"2517","2012","JUL",2012-07-01,"Ipiales",10.3
"2518","2012","AUG",2012-08-01,"Ipiales",10.1
"2519","2012","SEP",2012-09-01,"Ipiales",10.3
"2520","2012","OCT",2012-10-01,"Ipiales",11.4
"2521","2012","NOV",2012-11-01,"Ipiales",11.8
"2522","2013","JAN",2013-01-01,"Ipiales",11.6
"2523","2013","FEB",2013-02-01,"Ipiales",11.5
"2524","2013","MAR",2013-03-01,"Ipiales",12
"2525","2013","APR",2013-04-01,"Ipiales",11.5
"2526","2013","MAY",2013-05-01,"Ipiales",11.8
"2527","2013","JUN",2013-06-01,"Ipiales",10.8
"2528","2013","JUL",2013-07-01,"Ipiales",9.9
"2529","2013","AUG",2013-08-01,"Ipiales",10.5
"2530","2013","SEP",2013-09-01,"Ipiales",10.8
"2531","2013","OCT",2013-10-01,"Ipiales",11.5
"2532","2013","NOV",2013-11-01,"Ipiales",11.3
"2533","2013","DEC",2013-12-01,"Ipiales",11.6
"2534","2014","JAN",2014-01-01,"Ipiales",11.8
"2535","2014","FEB",2014-02-01,"Ipiales",11.7
"2536","2014","MAR",2014-03-01,"Ipiales",11.8
"2537","2014","APR",2014-04-01,"Ipiales",11.6
"2538","2014","MAY",2014-05-01,"Ipiales",11.7
"2539","2014","JUN",2014-06-01,"Ipiales",11
"2540","2014","JUL",2014-07-01,"Ipiales",10.4
"2541","2014","AUG",2014-08-01,"Ipiales",9.8
"2542","2014","SEP",2014-09-01,"Ipiales",10.5
"2543","2014","OCT",2014-10-01,"Ipiales",11.1
"2544","2014","NOV",2014-11-01,"Ipiales",12
"2545","2014","DEC",2014-12-01,"Ipiales",11.8
"2546","2015","JAN",2015-01-01,"Ipiales",11.2
"2547","2015","FEB",2015-02-01,"Ipiales",11.8
